Id,Tweets,Lang,Location,Cleaned_text,textblob_polarity,vader_polarity
1225675706245345282,ep why female entrepreneurs need a figure alarm system entrepreneurlife,en,N.A,ep why female entrepreneurs need a figure alarm system https t co lekuwdcfib entrepreneurlife https t co gjzsitpbjc,Neu,Neg
1225675704584400899,no pretty female has ever started shit w me it s always those chafa improper body bitchezz,en,"Stockton, CA",rt dianaaaag no pretty female has ever started shit w me it s always those chafa improper body bitchezz,Neg,Neg
1225675704303407104,the female version of it ain t the size of the boat it s the motion in the ocean,en,WVU•MD,rt rated_r_rebel _ricksmoove the female version of it ain t the size of the boat it s the motion in the ocean,Neu,Neu
1225675703225446402,unless it was one female then she can get it idk i don t pay attention,en,"Sacramento, CA",unless it was one female then she can get it idk i don t pay attention,Neu,Neg
1225675701115711488,the young female entrepreneurs on the continent greatly await this thanks to you sir,en,"Manhattan,New York, USA",rt jocelynetsonang akin_adesina gautengprovince the young female entrepreneurs on the continent greatly await this thanks to you sir,Pos,Pos
1225675699668713472,million girls and women worldwide have suffered from female genital mutilation including million in europe no cu,en,"Brussels, Belgium",rt vonderleyen million girls and women worldwide have suffered from female genital mutilation including million in europe no cu,Neu,Neg
1225675695080140802,out of nine movies the dceu has three of them are female lead other movie franchises with movies cann,en,denmark,rt oraclesbatcave out of nine movies the dceu has three of them are female lead other movie franchises with movies cann,Neg,Neu
1225675694010593280,[ucc] mamamoo s solar raises awareness about female genital mutilation,en,마마무가 하면 HIP,rt allkpop [ucc] mamamoo s solar raises awareness about female genital mutilation https t co mrkmmx k k https t co tgms heqh,Neu,Neu
1225675693083611140,i hate to see this nonsense hate it you didn t see your mother sisters female friends or even the woman that bore your d,en,Utopia ,rt sheisboki i hate to see this nonsense hate it you didn t see your mother sisters female friends or even the woman that bore your d,Neg,Neg
1225675692534165505,treat a female correctly amp the things she ll do for you are endless,en,"Valdosta, GA",rt alyakkkk treat a female correctly amp the things she ll do for you are endless,Neg,Pos
1225675689669513217,wow yet another female fan from kerala see the love for thalapathy mrperfectthalapthyvijay https t c,en,France,rt thalaivadhanish wow yet another female fan from kerala see the love for thalapathy mrperfectthalapthyvijay https t c,Pos,Pos
1225675688411160577,lmfao they called me a simp white knight,en,This joke of a website. ,kyudo_hankyu hongki di ryoons amabtsbitch qoordheer hyukaslove lmfao they called me a simp white knight https t co ugm ynjyw,Neu,Pos
1225675688272744449,when you taking a female panties off they always be like dis,en,"New York, NY",rt globalzaay when you taking a female panties off they always be like dis https t co lm dx qz m,Neu,Pos
1225675686355984389,of my female following,en,"Montebello, CA",betrayalconsult of my female following,Neu,Neu
1225675684837646343,i hate to see this nonsense hate it you didn t see your mother sisters female friends or even the woman that bore your d,en,The in-between ,rt sheisboki i hate to see this nonsense hate it you didn t see your mother sisters female friends or even the woman that bore your d,Neg,Neg
1225675683294134274,i m one strong ass female,en,N.A,rt theyh _a i m one strong ass female,Pos,Neg
1225675679087259649,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,"Rivers, Nigeria",rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225675678344871939,happy attitude female escort in chennai we always work with the best female escort in chennai who has a happy attit,en,"Chennai, India",happy attitude female escort in chennai we always work with the best female escort in chennai who has a happy attit https t co uokqqizwur,Pos,Pos
1225675675039760387,niggas get a pretty female and be ready to nut in em,en,N.A,rt _illxxst niggas get a pretty female and be ready to nut in em,Pos,Pos
1225675674557411328,wow yet another female fan from kerala see the love for thalapathy mrperfectthalapthyvijay,en,"marthandam, india",rt irshad_ wow yet another female fan from kerala see the love for thalapathy mrperfectthalapthyvijay https t co xh,Pos,Pos
1225675670086287360,female concert performer of the year congratulations msleasalonga,en,Earth,female concert performer of the year congratulations msleasalonga https t co kol hdpac,Neu,Pos
1225675663534723072,want to start or boost your business we ve picked the brains of some of the uk s top female entrepreneurs for in,en,Gloucestershire,want to start or boost your business we ve picked the brains of some of the uk s top female entrepreneurs for in https t co m q jslcm,Pos,Pos
1225675659202056193,highest credited female artist in rd gen is coming to prove a point https t co eauqehwiir,en,N.A,rt byulsepiphany highest credited female artist in rd gen is coming to prove a point https t co eauqehwiir,Neu,Pos
1225675655137808390,if you are a female student dail get your self a kotex voucher,en,Port Elizabeth ,rt iam_royalty if you are a female student dail get your self a kotex voucher,Neu,Neu
1225675654386946048,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,N.A,rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225675653455863812,i m one strong ass female,en,"Fort Wayne, IN",rt theyh _a i m one strong ass female,Pos,Neg
1225675647772577793,herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,en,Seoul,rt cbsnews herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,Neu,Pos
1225675636842172419,there are unexplored caverns of depravity where the scales become more balanced and women find themselves successfu,en,@LToddWood,there are unexplored caverns of depravity where the scales become more balanced and women find themselves successfu https t co uwun k i,Pos,Neu
1225675632207466496,hello can you suggest me female character that you want to see the most in your timeline thank you in advance,en,INTL corp,hello can you suggest me female character that you want to see the most in your timeline thank you in advance,Pos,Pos
1225675630940844034,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,"Florida, USA",rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225675625215582211,reminds when i got my balls examined by two female nurses and they wanted me to move my penis like bu,en,southern finland,smellygoku reminds when i got my balls examined by two female nurses and they wanted me to move my penis like bu https t co jhxibybr o,Neu,Pos
1225675621830758400,katyperry s roar has now surpassed billion views on youtube it s the first song by a female artist to achieve this m,en,N.A,rt chartdata katyperry s roar has now surpassed billion views on youtube it s the first song by a female artist to achieve this m,Pos,Neu
1225675618928316416,treat a female correctly amp the things she ll do for you are endless,en,N.A,rt alyakkkk treat a female correctly amp the things she ll do for you are endless,Neg,Pos
1225675616545996800,hahahaha your favorite dey beg for a follow from a female celebrity meanwhile you don t follow obrafour you predec,en,"Greater Accra, Ghana",rt neonlife hahahaha your favorite dey beg for a follow from a female celebrity meanwhile you don t follow obrafour you predec,Pos,Pos
1225675614901817346,wherever it takes place fgm is rooted in genderinequality and often seeks to control female sexuality fgm is global,en,Nairobi Kenya,rt equalitynow wherever it takes place fgm is rooted in genderinequality and often seeks to control female sexuality fgm is global,Neu,Neu
1225675613337309184,when you are a firm woman clear in what you want amp direct you will almost always be told you re rude or mean or b,en,África do Sul 🇿🇦,when you are a firm woman clear in what you want amp direct you will almost always be told you re rude or mean or b https t co swvscxt xq,Neg,Neg
1225675611915481088,will yall judge me if i change to a female fc but keep the name woosung i know its technically masculine i just dont want yall to attack me,en,*•.¸♡ 𝓦+𝓜 ♡¸.•*,will yall judge me if i change to a female fc but keep the name woosung i know its technically masculine i just dont want yall to attack me,Pos,Neg
1225675610787201025,stolen icon the baddest female user mixers and nicki header idk noor give that to me bio best kpop son,en,N.A,stolen icon the baddest female user mixers and nicki header idk noor give that to me bio best kpop son https t co tiypop z h,Pos,Pos
1225675610359390208,soon as a female glue dem lashes on toxic shit activated,en,servin the block,rt _illxxst soon as a female glue dem lashes on toxic shit activated,Neg,Neg
1225675608564199425,when people started chanting modi modi in rally of aap female mla candidate she started beating the the voters with aap,en,N.A,rt mrutyunjaynj when people started chanting modi modi in rally of aap female mla candidate she started beating the the voters with aap,Neu,Neg
1225675604759961601,herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,en,Georgia,rt cbsnews herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,Neu,Pos
1225675599181541377,niggas get a pretty female and be ready to nut in em,en,Tha wood ,rt _illxxst niggas get a pretty female and be ready to nut in em,Pos,Pos
1225675596795015169,the way yikes is about to make nicki the first female rapper to reach on itunes this decade and the first since megatro,en,"Florida, USA",rt ianaimonroe the way yikes is about to make nicki the first female rapper to reach on itunes this decade and the first since megatro,Pos,Pos
1225675595545055232,omg and the female ones who feed into the stereotype of crazy latinas who can t be handled literally boil my blood,en,"Dallas, TX ✈️ Exeter, UK",rt _kvthrine omg and the female ones who feed into the stereotype of crazy latinas who can t be handled literally boil my blood,Neg,Neg
1225675582639226887,roar by has reached billion views on youtube it become the first music video by a female artist to surpass,en,N.A,rt popcrave roar by katyperry has reached billion views on youtube it become the first music video by a female artist to surpass,Pos,Pos
1225675578004520960,so in conclusion the future awards for outstanding young people holds november th th while the great holds,en,"Lagos, Nigeria",rt realomosexy so in conclusion the future awards for outstanding young people holds november th th while the great teffest holds,Pos,Pos
1225675573734731778,throwback fgm female genital mutilation fgm is one of the serious health problems facing african countries while,en,Johannesburg,rt thisisafricatia throwback fgm female genital mutilation fgm is one of the serious health problems facing african countries while,Neg,Neg
1225675571306221568,first woman to break the b views ceiling give it up for who became the first female artist in history to,en,Cloud 9,rt capitolrecords first woman to break the b views ceiling give it up for katyperry who became the first female artist in history to,Pos,Neu
1225675567237754881,abigail thomas is a punch in the face of a misogynistic bigoted society we live in today tommy cbs https t co qclmdlsnby,en,N.A,abigail thomas is a punch in the face of a misogynistic bigoted society we live in today tommy cbs https t co qclmdlsnby,Pos,Neu
1225675566679855106,hi thanks for being open to discussion around e amp y report i did a deeper dive into female sterilization as a lim,en,"Edmonton, Alberta",rt mdforchange hi shandro thanks for being open to discussion around e amp y report i did a deeper dive into female sterilization as a lim,Pos,Pos
1225675565048295426,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,N.A,rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225675564473667585,[ucc] mamamoo s solar raises awareness about female genital mutilation,en,맘먀무를 모두모두 사랑하는 올덕의 틔터임다.,rt allkpop [ucc] mamamoo s solar raises awareness about female genital mutilation https t co mrkmmx k k https t co tgms heqh,Neu,Neu
1225675562103951364,new britain to end months of speculation by picking dame karen pierce as ambassador to washington filling gap lef,en,Washington DC,new britain to end months of speculation by picking dame karen pierce as ambassador to washington filling gap lef https t co bfatu m y,Pos,Neu
1225675561936158724,boycott i no longer watch any of the msm they are given a,en,N.A,youthesame deneensoul cbs foxnewstalk gayleking boycott i no longer watch any of the msm they are given a https t co quepxifdc,Neu,Neg
1225675561311195136,it s time to end the harmful practice of female genitalia mutilation through the initiative we are wo,en,"Lagos, Nigeria",rt aminajmohammed it s time to end the harmful practice of female genitalia mutilation through the globalspotlight initiative we are wo,Neu,Neu
1225675559868358657,herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,en,"Karnataka, India",rt cbsnews herstory astronaut christina koch returns to earth after spending days aboard the international space station setting a,Neu,Pos
1225675559415365632,you never did wondered why so many gigantic corporations are pro feminism pro female empowerment you,en,"Newcastle, Australia",rt worldedgedg julianastewart_ you never did wondered why so many gigantic corporations are pro feminism pro female empowerment you,Pos,Neu
1225675558048026624,ang ating multi talented star ay nag wagi sa st box office guillermo awards bilang most promising female,en,N.A,rt jcs ang ating multi talented star missmarisracal ay nag wagi sa st box office guillermo awards bilang most promising female,Pos,Pos
1225675555569143815,you never did wondered why so many gigantic corporations are pro feminism pro female empowerment you,en,N.A,rt worldedgedg julianastewart_ you never did wondered why so many gigantic corporations are pro feminism pro female empowerment you,Pos,Neu
1225675554000498690,we cannot allow the patterns of female genital mutilation to continue on the int l day to endfgm stand with us for women a,en,N.A,rt un_women we cannot allow the patterns of female genital mutilation to continue on the int l day to endfgm stand with us for women a,Neu,Neg
1225675548564656133,niggas get a pretty female and be ready to nut in em,en,Broward,rt _illxxst niggas get a pretty female and be ready to nut in em,Pos,Pos
1225675547096674307,a lot of music dropping tonight but only one is making noise and it s ironically by the female rapper y all said was washed,en,The palace ,rt ylkesstan a lot of music dropping tonight but only one is making noise and it s ironically by the female rapper y all said was washed,Neu,Neu
1225675539307909121,it s ok kim only tried to kill another female rapper she s such a sweetie,en,🅿️arkwood ,simplyy_obeks alluringwomanng chrisperiod_ it s ok kim only tried to kill another female rapper she s such a sweetie,Pos,Neg
1225675533930729473,sanders on a female vp what i want from a vice president is somebody whose worldview is similar to mine and there are a,en,"Los Angeles, CA",rt cnnpolitics sanders on a female vp what i want from a vice president is somebody whose worldview is similar to mine and there are a,Neu,Pos
1225675533641375744,a new record set by female astronaut christina koch womeninstem https t co seyso eawc,en,"Berlin, Deutschland",rt womenforbw a new record set by female astronaut christina koch womeninstem https t co seyso eawc,Pos,Neu
1225675532529893379,inwat europe works for prevention and female leadership,en,N.A,inwat europe works for prevention and female leadership https t co anvqdfgn,Neu,Neu
1225675511499649025,a new record set by female astronaut christina koch womeninstem https t co seyso eawc,en,"Faridpur, Bangladesh",rt womenforbw a new record set by female astronaut christina koch womeninstem https t co seyso eawc,Pos,Neu
1225675492398788610,godmorningfriday india s golden future is rooting out evils like dowry and female feticide saint rampal ji mahar,en,"Chalisgaon, India",godmorningfriday india s golden future is rooting out evils like dowry and female feticide saint rampal ji mahar https t co clx ihavnx,Pos,Neg
1225675489626349568,maris just won promising female recording artist of the year at the st box office entertainment awards of guillermo,en,N.A,rt themariesteller maris just won promising female recording artist of the year at the st box office entertainment awards of guillermo,Pos,Pos
1225675478276562944,can a girl plz dm me i need to have a quick srs talk with a female these thoughts can t be shared with men plz ty,en,N.A,can a girl plz dm me i need to have a quick srs talk with a female these thoughts can t be shared with men plz ty,Pos,Pos
1225675474157719553,female brain has fewer life problems to solve,en,"Kilifi, Kenya",fact female brain has fewer life problems to solve,Neu,Neg
1225675471532093440,masterlist of seulgi fangirls female celeb admirers we know she has huge female fanbase including celebs too for no,en,N.A,rt tjagerskjold masterlist of seulgi fangirls female celeb admirers we know she has huge female fanbase including celebs too for no,Pos,Pos
1225675468956823552,its a good thing for women that judas wasn t female it would have put the final nail in the coffin you re wondering,en,N.A,rt itsajaksjosh its a good thing for women that judas wasn t female it would have put the final nail in the coffin you re wondering,Pos,Pos
1225675467945963520,a solid female mean a lot to a nigga when he can t trust nobody,en,N.A,rt axdaviia a solid female mean a lot to a nigga when he can t trust nobody,Neg,Pos
1225675465546797056,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,N.A,rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225675452838117377,trap neuter release is easy and it saves lives for every on altered female cat and her offspring on your stre,en,N.A,trap neuter release is easy and it saves lives for every on altered female cat and her offspring on your stre https t co mtg xiw hb,Pos,Pos
1225675452812935169,welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,en,N.A,rt realdonaldtrump welcome back to earth astro_christina and congratulations on breaking the female record for the longest stay in spa,Pos,Pos
1225674446469394432,do not baby bird mistake her femininity for frailty she is not made of glass no matter how much she sparkles amp diamo,en,N.A,rt royalsexkitty do not baby bird mistake her femininity for frailty she is not made of glass no matter how much she sparkles amp diamo,Pos,Pos
1225674254764560384,there is so much inherent strength in femininity that has been downplayed by society as being weak women,en,"Calgary, AB, Canada",preta_ there is so much inherent strength in femininity that has been downplayed by society as being weak women https t co ukt izgv,Neg,Pos
1225673945296195584,my theory wwe wrestlers do not have that beta male compex they are secure in their masculinity and d,en,N.A,rt chaotic_yo jinpathy __gaciria my theory wwe wrestlers do not have that beta male compex they are secure in their masculinity and d,Pos,Pos
1225673727154589696,to be femme is to perform femininity outside of heteronormative womanhood womanhood is centered around bei,en,she/they,rt swiftasariver bre_vuitton to be femme is to perform femininity outside of heteronormative womanhood womanhood is centered around bei,Neu,Neu
1225673169698091009,these words are nothing to do with gender masculinity and femininity they are make supremacist sexi,en,South West Wales,un_women these words are nothing to do with gender masculinity and femininity they are make supremacist sexi https t co i ldedoc,Neu,Pos
1225673070603456512,known for capturing the serene beauty of femininity utamaro has been inspiration of artists worldwide see,en,United Kingdom,known for capturing the serene beauty of femininity utamaro has been inspiration of artists worldwide see https t co vfypbt m,Neu,Pos
1225672784459644928,my theory wwe wrestlers do not have that beta male compex they are secure in their masculini,en,N.A,jinpathy __gaciria my theory wwe wrestlers do not have that beta male compex they are secure in their masculini https t co dbdttof kf,Pos,Pos
1225672094135934983,the amount of energy that goes into showering fit cis gay men with attention for showing the slightest bit of femininity is,en,"Sydney, New South Wales",rt sahirious the amount of energy that goes into showering fit cis gay men with attention for showing the slightest bit of femininity is,Pos,Pos
1225671579083792391,yeah they overlook the fact that they can still be powerful and influential even in their femininity,en,"Brits, South Africa",ditools mohlala_carol yeah they overlook the fact that they can still be powerful and influential even in their femininity,Pos,Pos
1225671538394796035,this interview he gave explaining his thoughts on gender roles and how he tries to blur that line between femininity,en,대한민국 울산,rt pearlaquastar this interview he gave explaining his thoughts on gender roles and how he tries to blur that line between femininity,Neg,Neu
1225671197787975680,toxic femininity starring the silly women on the cbs morning news via youtube,en,"Kendall, Miami, Florida",toxic femininity starring the silly women on the cbs morning news https t co txqajp xpi via youtube,Neg,Pos
1225670851804061696,femininity is glorious sw findom femdom sensuality,en,"Yorkshire and The Humber, Engl",rt harlowthevixen femininity is glorious sw findom femdom sensuality https t co x pwps bxx,Neu,Pos
1225669766821466113,doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,en,Germany,rt an_gremlin degendering katmsinclair doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,Neg,Neu
1225669702929666048,this interview he gave explaining his thoughts on gender roles and how he tries to blur that line between femininity,en,N.A,rt pearlaquastar this interview he gave explaining his thoughts on gender roles and how he tries to blur that line between femininity,Neg,Neu
1225669589964472321,doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,en,N.A,rt an_gremlin degendering katmsinclair doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,Neg,Neu
1225669161080111104,i used to be a bit misogynistic in my humor and such i ve realized since then that i just res,en,"St Louis, MO",beatrixstrr rt_pup i used to be a bit misogynistic in my humor and such i ve realized since then that i just res https t co totoqwymzg,Neu,Pos
1225668554801827842,women are brought up to conform all the rules of femininity dress behavior attitude essentially break the spirit wome,en,"Echo Park, CA",rt dworkindaily women are brought up to conform all the rules of femininity dress behavior attitude essentially break the spirit wome,Neu,Pos
1225668166057000965,this as someone who comes from a matrilineal and matriarchal culture i m often when definitions,en,"Los Angeles, CA",austral_taur this as someone who comes from a matrilineal and matriarchal culture i m often when definitions https t co ebfbfk ybs,Neu,Neu
1225668083592744960,then tranquility to balance masculinity femininity,en,N.A,then tranquility to balance masculinity femininity,Neu,Pos
1225667965565038599,everyone s homework is to get you an authentic fire sign friend who has embraced their femininity they don t have to,en,South Africa,rt mercurymusings everyone s homework is to get you an authentic fire sign friend who has embraced their femininity they don t have to,Pos,Pos
1225667485480804359,oh wow it s hard for me to imagine u with short hair o o smh the things society made makes us think abt femininity,en,https://ko-fi.com/amegafuru,jimmychimchim oh wow it s hard for me to imagine u with short hair o o smh the things society made makes us think abt femininity,Neg,Pos
1225667101882347520,because your internalized misogyny is working tae embodies the femininity in the series she s an ironic case s,en,Midgar,because your internalized misogyny is working tae embodies the femininity in the series she s an ironic case s https t co wtbz m ik,Pos,Neg
1225666986052472833,if you re nb you can have days where you more cl,en,United States,yu_zi mickeyskata pupafobe kobcritic_ enbynini masonjar if you re nb you can have days where you more cl https t co wbszaw ai,Pos,Neu
1225666830976479232,cancerous femininity likeomg attentionseeker,en,N.A,billandmick cancerous femininity likeomg attentionseeker,Neu,Neu
1225666694057623552,birdsofprey landed and finds much to love about it fierce and funny femininity reigns with great ac,en,"Redondo Beach, CA",rt dailygrindhouse birdsofprey landed and misszombiequeen finds much to love about it fierce and funny femininity reigns with great ac,Pos,Pos
1225665943876984832,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,"Johannesburg, South Africa",rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225665853183541250,toxic femininity at it s worst entitled and not a in control of her rage,en,Australia,andyostroy whitehouse realdonaldtrump toxic femininity at it s worst entitled and not a in control of her rage,Neg,Neg
1225665202462453760,an exciting start to my year a publication examining the interwar confluence of business cycling health image and gend,en,N.A,rt mishtory an exciting start to my year a publication examining the interwar confluence of business cycling health image and gend,Pos,Pos
1225664964641247233,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,Cape town,rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225664878821531649,feb th the main combating area in the issue of femininity before physicality and clothing is being titivated,en,N.A,feb th the main combating area in the issue of femininity before physicality and clothing is being titivated https t co e zkn qzns,Pos,Neu
1225664683283079169,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,"New York, USA",rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225664384078270464,random femininity tip if you can ladies buy your own matchig bra and panties set from victoria secret or somewher,en,"San Diego, CA",random femininity tip if you can ladies buy your own matchig bra and panties set from victoria secret or somewher https t co pywt b ebs,Neg,Neu
1225663655334699009,to be femme is to perform femininity outside of heteronormative womanhood womanhood is centered around bei,en,sam ♡,rt swiftasariver bre_vuitton to be femme is to perform femininity outside of heteronormative womanhood womanhood is centered around bei,Neu,Neu
1225663395208159232,do not baby bird mistake her femininity for frailty she is not made of glass no matter how much she sparkles amp diamo,en,N.A,rt royalsexkitty do not baby bird mistake her femininity for frailty she is not made of glass no matter how much she sparkles amp diamo,Pos,Pos
1225663072494178308,like i grew up having my attraction to women invalidated my femininity stripped away from me because i was born a black,en,Jersey,rt blackwomencry like i grew up having my attraction to women invalidated my femininity stripped away from me because i was born a black,Neg,Pos
1225663038310666241,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,Jersey,rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225663030781890560,we are separated from our instincts whatever they were by thousands of years of patriarchal culture what we know and w,en,"Echo Park, CA",rt dworkindaily we are separated from our instincts whatever they were by thousands of years of patriarchal culture what we know and w,Neu,Neu
1225663022099660800,i m so tired of a lot of white lgbtq folks speaking over my black queer experience like they own the book and lan,en,"New York, USA",i m so tired of a lot of white lgbtq folks speaking over my black queer experience like they own the book and lan https t co gaxxwbx ih,Pos,Neg
1225662443017232386,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,in the clouds,rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225662028947132422,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,en,N.A,rt austral_taur y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it interesting,Pos,Pos
1225662017773559808,i thought about what manliness and masculinity meant for me and realised they didn t fit me and i,en,Australia,queergirlemilie i thought about what manliness and masculinity meant for me and realised they didn t fit me and i https t co f iqsnosvr,Pos,Pos
1225661921627521024,y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it intere,en,"Toronto, Ontario",y e s i feel like the way we talk about femininity is very cis white woman centric anyway and i find it intere https t co omlzs mnt,Pos,Pos
1225661549924118529,the amount of energy that goes into showering fit cis gay men with attention for showing the slightest bit of femininity is,en,she/they,rt sahirious the amount of energy that goes into showering fit cis gay men with attention for showing the slightest bit of femininity is,Pos,Pos
1225661394902638593,like i grew up having my attraction to women invalidated my femininity stripped away from me because i was born a,en,"New York, USA",like i grew up having my attraction to women invalidated my femininity stripped away from me because i was born a https t co cf p bvv,Neu,Pos
1225659429535670273,but as noted you find opposition to the practice from early on song social reformers are o,en,N.A,katjexia but as jeannette_ng noted you find opposition to the practice from early on song social reformers are o https t co jzmn gfzip,Pos,Neu
1225658948633559040,they get the concept of femininity via hentai or hardcore pornography,en,Here,h_a_h_a_y_e_s nixonist they get the concept of femininity via hentai or hardcore pornography,Neu,Neu
1225658681070473217,women are free to choose to put their career above their family they are free to choose to be sexually degenerate rathe,en,"San Diego, CA",rt thinkinpeach women are free to choose to put their career above their family they are free to choose to be sexually degenerate rathe,Pos,Pos
1225658440363569154,like god dam jungkook and namjoon are the perfect images in my mind when it comes to masculinity and femininity,en,N.A,like god dam jungkook and namjoon are the perfect images in my mind when it comes to masculinity and femininity,Pos,Pos
1225657260459716608,and you d think that things associated with femininity would also be akin to weakness thanks to the patriarchy s,en,N.A,and you d think that things associated with femininity would also be akin to weakness thanks to the patriarchy s https t co idsxbdde k,Pos,Pos
1225656986378747909,the pressure to be a woman who lacks standards is immodest masculine and willing to sleep around is far greater than,en,A Farm In Northeast Ohio,rt fiercelyfeminin the pressure to be a woman who lacks standards is immodest masculine and willing to sleep around is far greater than,Pos,Pos
1225656606953594880,fascinating and there is a long way to go there is evidence to suggest that femininity and greenness have come to be,en,N.A,rt lunegrayson fascinating and there is a long way to go there is evidence to suggest that femininity and greenness have come to be,Pos,Pos
1225656157265489927,doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,en,@bambluezooled 💚💚💚,rt an_gremlin degendering katmsinclair doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,Neg,Neu
1225656050797309952,i know asdfgh justin has been out here seriously supporting women for years and continues to lift,en,N.A,bieberxcakehdgs i know asdfgh justin has been out here seriously supporting women for years and continues to lift https t co m ikx eaxr,Pos,Pos
1225655607417421825,toxic femininity is not the answer of toxic masculinity,en,Akash Ganga 🌏,rt _chaosandorder toxic femininity is not the answer of toxic masculinity,Neu,Neu
1225655074438832130,toxic femininity is not the answer of toxic masculinity,en,Bharat-varṣa,rt _chaosandorder toxic femininity is not the answer of toxic masculinity,Neu,Neu
1225654694309031942,it is black trans woman who helped me come to terms and recognize the beauty in my femininity and it is black tran,en,she/her ,it is black trans woman who helped me come to terms and recognize the beauty in my femininity and it is black tran https t co izvkvni n,Neg,Pos
1225654234084831233,toxic femininity is not the answer of toxic masculinity,en,Somewhere over the Rainbow,toxic femininity is not the answer of toxic masculinity,Neu,Neu
1225653582256427010,excerpt from my novel kara took off her clothes revealing her satiny soft femininity amp lawrence looked at her with lust i,en,"Florida, USA",rt ronnyhmh excerpt from my novel kara took off her clothes revealing her satiny soft femininity amp lawrence looked at her with lust i,Pos,Pos
1225653397337935873,jane and some thoughts about gender femininity,en,"Pennsylvania, USA",rt sweetspotato jane and some thoughts about gender femininity https t co emkuvvy j,Neu,Neu
1225653080546349056,hs vs now lost glasses and bad brows gained lashes clear skin a good sense of self femininity and a bigger bo,en,N.A,hs vs now lost glasses and bad brows gained lashes clear skin a good sense of self femininity and a bigger bo https t co kzfh nbzyg,Pos,Pos
1225652936866271237,i love my ppl but will always hate being conditioned to deter from soft shit like half of femininity is soft shit,en,on da blocc disobeying da law,i love my ppl but will always hate being conditioned to deter from soft shit like half of femininity is soft shit https t co viabg ag z,Neg,Neg
1225652102644416512,i love a sporty attire play video games i love to box amp kick butt but i am also deeply in touch with my femininit,en,"Quezon City, Philippines",i love a sporty attire play video games i love to box amp kick butt but i am also deeply in touch with my femininit https t co fmy zmvmea,Pos,Pos
1225651835626606592,i think toxic masculinity is an overused term that leads to more undesirable behaviour if anything,en,"Victoria, Australia",blackeagle i think toxic masculinity is an overused term that leads to more undesirable behaviour if anything https t co z qdhebdwn,Pos,Neg
1225651382494982146,doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,en,"Durham, England",rt an_gremlin degendering katmsinclair doesn t verify trans girls or anyone who doesn t match a narrow euro centric concept of femi,Neg,Neu
1225651344972771328,you know what vexes me the idea that trans women are performing femininity like a stereotype and yet my bags,en,"Calgary, AB",you know what vexes me the idea that trans women are performing femininity like a stereotype and yet my bags https t co ynbcn zplk,Neu,Pos
1225650800824733697,there is a whole history of black women s femininity being erased and white femininity being praised,en,"Portland, OR",carladamsjr there is a whole history of black women s femininity being erased and white femininity being praised https t co qifenortyf,Pos,Pos
